TERM,term,CRN,Course,ATTR,TITLE,DESCRIPTION,MEETINGDAYS,BLDG_ROOM,CLAS_DAYS,CLASTIME,CLAS_BLDGROOM,CMT1_DAYS,CMT1TIME,CMT1_BLDGROOM,SWAP_ENRL,SWAP_MAXENRL,PROJECTEDENRL,INST_LIN,INSTRUCTOR,XLST_GRP,XLST_CRSE,COLLEG,Sustainable,Justification,Keyword Match,Course WS Match,WS/Sustainable Faculty Match,Prev Identified Match,CC Encounter Match
202440,fall 2024,44902,HIST 017-010,,Democracy's Rise and Fall,The promise and perils of democracy from the ancient world to the present.,M W,NV 003,,-, ,,-, ,55,70,90,831591655,"Bulman, William",AG,GS 017-010 (44903),Arts & Sciences,,,,,,,
202510,spring 2025,13436,BIOE 343-063,,Integrated Biotechnology Lab,"Biosafety, sterilization, media formulation, biochemical and enzyme assays, recombinant DNA technique, protein and DNA isolation and purification, for microbial fermentation and animal cell culture. Integration of biotechnology techniques for biopharmaceutical production. Consent of instructor required.",T,IA C304,,-, ,,-, ,7,17,9,804727538,"Abrantes De O Seabra Nunes, Ines",AG,CHE 346-063 (13524),Engineering,,,,,,,
202420,summer 2024,21831,GS 017-010,,Democracy's Rise and Fall,The promise and perils of democracy from the ancient world to the present.,, ,,-, ,,-, ,4,16,16,831591655,"Bulman, William",AG,HIST 017-010 (21830),Arts & Sciences,,,,,,,
202420,summer 2024,21830,HIST 017-010,,Democracy's Rise and Fall,The promise and perils of democracy from the ancient world to the present.,,ONLINE ,,-, ,,-, ,4,16,16,831591655,"Bulman, William",AG,GS 017-010 (21831),Arts & Sciences,,,,,,,
202445,winter 2024,50061,ENGL 091-010,,Sp Top: Culture of Influencers,"We are all susceptible in some way to influence – the influence of friends and family, of social media, and from messaging we encounter every day. But what about those who deliberately seek to capitalize on their powers of influence? Those who encourage us to buy certain products, consume certain foods, think certain ways, and even to act according to their wishes: the influencers. This course explores the culture and language of influencers, from literature to religious cults to other examples in contemporary media and film. We’ll take a broad approach when it comes to what makes an influencer, and students with backgrounds or interests in the business aspects of influencer marketing, the legal tangles when it comes to partnership disclosures, the psychology of the attention economy, or even those of us who follow and support influencers are especially welcome. We will read Jane Austen’s novel Persuasion, and watch the Scientology documentary Going Clear: Scientology and the Prison of Belief (2015) as well as the recent film Saltburn (2023). Assignments, including two short papers, will center close reading and writing about how each text illuminates important aspects of influence.",,ONLINE ,,-, ,,-, ,16,16,16,847086179,"Buesking, Renee",AG,FILM 091-010 (50087),Arts & Sciences,,,,,,,
202445,winter 2024,50087,FILM 091-010,,Sp Top: Culture of Influencers,"We are all susceptible in some way to influence – the influence of friends and family, of social media, and from messaging we encounter every day. But what about those who deliberately seek to capitalize on their powers of influence? Those who encourage us to buy certain products, consume certain foods, think certain ways, and even to act according to their wishes: the influencers. This course explores the culture and language of influencers, from literature to religious cults to other examples in contemporary media and film. We’ll take a broad approach when it comes to what makes an influencer, and students with backgrounds or interests in the business aspects of influencer marketing, the legal tangles when it comes to partnership disclosures, the psychology of the attention economy, or even those of us who follow and support influencers are especially welcome. We will read Jane Austen’s novel Persuasion, and watch the Scientology documentary Going Clear: Scientology and the Prison of Belief (2015) as well as the recent film Saltburn (2023). Assignments, including two short papers, will center close reading and writing about how each text illuminates important aspects of influence.",,ONLINE ,,-, ,,-, ,16,16,16,847086179,"Buesking, Renee",AG,ENGL 091-010 (50061),Arts & Sciences,,,,,,,
202440,fall 2024,41870,ASIA 090-011,,The Future of Humanity Asian?,"Big Questions Seminars focus on complex questions that have no simple or obvious answers. These can include, but are not limited to, the deep enduring questions that humanity has grappled with for ages or emerging questions of today.",M W,CU 216,,-, ,,-, ,14,32,36,814532643,"Taniguchi, Kyoko",AH,"HIST 090-011 (42461), MLL 090-011 (44864)",Arts & Sciences,,,,,,,
202440,fall 2024,42461,HIST 090-011,,BQ:Future of Humanity Asian?,"Big Questions Seminars focus on complex questions that have no simple or obvious answers. These can include, but are not limited to, the deep enduring questions that humanity has grappled with for ages or emerging questions of today.",M W,CU 216,,-, ,,-, ,14,32,36,800045143,"Wu, Shellen",AH,"ASIA 090-011 (41870), MLL 090-011 (44864)",Arts & Sciences,,,,,,,
202510,spring 2025,12279,BIOE 345-010,,Quantitative Biology,"Basic concepts in molecular and cellular biology as well as biochemistry. Connects these to engineering principles to (1) develop a quantitative understanding of biological systems and (2) understand how modern engineering uses applications of methods and principles in biology. Topics include quantity and length scales in biology, use of statistical mechanics to describe phenomena such as microstates and ligand receptor binding, and application of chemical reaction kinetics to describe biochemical reactions. Closed to students who have taken BIOE 445.",T R,BI 221,,-, ,,-, ,21,50,35,821051173,"Herz, Lori",AH,"BIOE 445-010 (13401), BIOE 445-011 (13529), CHE 345-010 (12280), CHE 445-010 (13542), CHE 445-011 (13520)",Engineering,,,,,,,
202510,spring 2025,13401,BIOE 445-010,,Quantitative Biology,"This course is a graduate-level version of BIOE 345. While the lecture content will be the same as the 300-level course, students enrolled in BIOE 445 will have more advanced assignments. Closed to students who have taken BIOE 345.",T R,BI 221,,-, ,,-, ,21,50,19,821051173,"Herz, Lori",AH,"BIOE 345-010 (12279), BIOE 445-011 (13529), CHE 345-010 (12280), CHE 445-010 (13542), CHE 445-011 (13520)",Engineering,,,,,,,
202510,spring 2025,12280,CHE 345-010,,Quantitative Biology,"Basic concepts in molecular and cellular biology as well as biochemistry. Connects these to engineering principles to (1) develop a quantitative understanding of biological systems and (2) understand how modern engineering uses applications of methods and principles in biology. Topics include quantity and length scales in biology, use of statistical mechanics to describe phenomena such as microstates and ligand receptor binding, and application of chemical reaction kinetics to describe biochemical reactions. Closed to students who have taken BIOE 445.",T R,BI 221,,-, ,,-, ,21,50,15,821051173,"Herz, Lori",AH,"BIOE 345-010 (12279), BIOE 445-010 (13401), BIOE 445-011 (13529), CHE 445-010 (13542), CHE 445-011 (13520)",Engineering,,,,,,,
202510,spring 2025,13542,CHE 445-010,,Quantitative Biology ,"This course is a graduate-level version of BIOE 345. While the lecture content will be the same as the 300-level course, students enrolled in BIOE 445 will have more advanced assignments. Closed to students who have taken BIOE 345.",T R,BI 221,,-, ,,-, ,21,50,35,821051173,"Herz, Lori",AH,"BIOE 345-010 (12279), BIOE 445-010 (13401), BIOE 445-011 (13529), CHE 345-010 (12280), CHE 445-011 (13520)",Engineering,,,,,,,
202510,spring 2025,13520,CHE 445-011,,Quantitative Biology ,"This course is a graduate-level version of BIOE 345. While the lecture content will be the same as the 300-level course, students enrolled in BIOE 445 will have more advanced assignments. Closed to students who have taken BIOE 345.",, ,,-, ,,-, ,21,50,35,821051173,"Herz, Lori",AH,"BIOE 345-010 (12279), BIOE 445-010 (13401), BIOE 445-011 (13529), CHE 345-010 (12280), CHE 445-010 (13542)",Engineering,,,,,,,
202445,winter 2024,50074,ENGL 091-012,,Special Topics: Poets Dept,"On her groundbreaking 11 th album The Tortured Poets Department (TTPD), Taylor Swift explores the complicated intersections of love, desire, fame, and heartbreak through metaphor. During the iHeart radio premier of TTPD, Swift explains that much of the album focuses on “fatalism, longing, pining away, lost dreams” and that it “is a dramatic, artistic, tragic kind of take on love and loss.” Thus, taking our cue from the tortured songstress herself, we will focus on the themes explored in The Tortured Poets Department with an emphasis on understanding art as metaphor and hyperbole for the tragic messiness of love, loss, and erotic desire. From love that feels like an alien abduction that leave us down bad crying at the gym to fatherly disapproval that might have us screaming “But, Daddy, I love him!,” we will delve into the mind of a tortured poet at the height of her career. Through examination of poetry, fiction, film, and song we will revel in the dark and dramatic works by some of the greatest tortured poets of our time.",,ONLINE ,,-, ,,-, ,15,15,15,800094128,"Weaver, Sean",AH,WGSS 091-012 (50088),Arts & Sciences,,,,,,,
202445,winter 2024,50088,WGSS 091-012,,Special Topics: Poets Dept,Intensive study of a topic of special interest not covered in other courses. May be cross-listed with relevant offerings in major department or other programs.,,ONLINE ,,-, ,,-, ,15,15,15,800094128,"Weaver, Sean",AH,ENGL 091-012 (50074),Arts & Sciences,,,,,,,
202440,fall 2024,44879,SOC 344-010,,Bad Girls,"This course focuses on people who perform their gender and/or sexuality in ways that fall outside of the norm. Topics include, but are not limited to: commercial sex workers, dominatrixes, transpeople, stay-at-home dads, and drag queens. We will regularly discuss readings in the context of current events and popular culture.",T R,MG 105,,-, ,,-, ,20,19,25,803361738,"Lindemann, Danielle",AJ,WGSS 344-010 (44901),Arts & Sciences,,,,,,,
202440,fall 2024,44901,WGSS 344-010,,Bad Girls,"This course focuses on people who perform their gender and/or sexuality in ways that fall outside of the norm. Topics include, but are not limited to: commercial sex workers, dominatrixes, transpeople, stay-at-home dads, and drag queens. We will regularly discuss readings in the context of current events and popular culture.",T R,MG 105,,-,,,-,,20,19,25,803361738,"Lindemann, Danielle",AJ,SOC 344-010 (44879),Arts & Sciences,,,,,,,
202420,summer 2024,20592,COMM 102-010,,The Sports Documentary,"The sports documentary has become an increasingly important form of media. Through the sports documentary, some of society’s most significant concerns are portrayed and discussed, including issues of race, gender, terrorism, inequality and more. Too, the sports documentary has adapted to various media, from film to television to online, from the multi-volume work of Ken Burns to ESPN’s “30 for 30.” This course examines and critiques the social, cultural, political and economic implications of the sports documentary in contemporary culture.",,ONLINE ,,-, ,,-, ,16,16,16,879087309,"Lule, John",AJ,"DOC 102-010 (20830), FILM 102-010 (20829), GS 102-010 (21091), JOUR 102-010 (21973)",Arts & Sciences,,,,,,,
202420,summer 2024,20830,DOC 102-010,,The Sports Documentary,"The sports documentary has become an increasingly important form of media. Through the sports documentary, some of society’s most significant concerns are portrayed and discussed, including issues of race, gender, terrorism, inequality and more. Too, the sports documentary has adapted to various media, from film to television to online, from the multi-volume work of Ken Burns to ESPN’s “30 for 30.” This course examines and critiques the social, cultural, political and economic implications of the sports documentary in contemporary culture.",,ONLINE ,,-, ,,-, ,16,16,16,879087309,"Lule, John",AJ,"COMM 102-010 (20592), FILM 102-010 (20829), GS 102-010 (21091), JOUR 102-010 (21973)",Arts & Sciences,,,,,,,
